пол,плутон,нептун,уран,сатурн,юпитер,годы в днях
M,18.43.4,3.16.6,15.44.1,22.57.10,12.33.4,25519
M,22.10.4,7.13.6,17.5.1,17.15.10,18.39.5,29956
M,19.21.4,5.1.6,12.11.1,17.21.10,12.18.4,31218
M,21.30.4,5.23.6,19.0.1,17.12.10,8.47.5,29754
M,21.14.4,4.57.6,19.14.1,17.48.10,6.11.5,30926
M,19.23.4,5.3.6,12.9.1,17.14.10,12.24.4,27964
M,22.3.4,6.41.6,17.48.1,16.43.10,15.49.5,31209
M,19.29.4,5.11.6,11.58.1,16.37.10,13.1.4,30767
M,22.5.4,7.47.6,16.8.1,18.53.10,21.35.5,26993
M,19.26.4,5.7.6,12.3.1,16.54.10,12.44.4,28540
M,20.10.4,3.39.6,19.11.1,20.37.10,27.9.4,25596
M,19.17.4,3.2.6,18.3.1,22.48.10,19.28.4,15018
F,19.10.4,3.0.6,17.46.1,23.1.10,18.16.4,20804
M,18.51.4,4.9.6,13.34.1,20.33.10,10.27.4,29979
M,18.43.4,3.44.6,14.26.1,21.48.10,10.46.4,29727
M,19.17.4,3.2.6,18.2.1,22.49.10,19.24.4,26079
M,19.48.4,3.20.6,18.51.1,21.38.10,23.57.4,23416
M,19.16.4,3.2.6,18.0.1,22.51.10,19.14.4,30667
M,18.54.4,3.1.6,16.57.1,23.17.10,15.29.4,28275
M,20.38.4,4.9.6,19.22.1,19.20.10,1.1.5,30596
M,18.50.4,3.4.6,16.36.1,23.16.10,14.30.4,17953
M,22.5.4,6.47.6,17.41.1,16.47.10,16.21.5,29749
M,22.10.4,7.29.6,16.40.1,17.48.10,20.3.5,29113
M,18.42.4,3.21.6,15.27.1,22.46.10,12.3.4,31719
F,19.42.4,5.24.6,11.43.1,15.25.10,14.18.4,27352
M,22.6.4,6.50.6,17.37.1,16.49.10,16.39.5,31841
M,21.8.4,4.48.6,19.17.1,18.2.10,5.17.5,30322
M,19.35.4,3.11.6,18.34.1,22.11.10,22.4.4,32168
M,20.3.4,3.33.6,19.6.1,20.57.10,26.10.4,30806
F,22.10.4,7.23.6,16.51.1,17.33.10,19.29.5,28981
M,19.57.4,3.27.6,19.0.1,21.14.10,25.15.4,23735
M,22.2.4,7.51.6,16.0.1,19.16.10,21.56.5,24076
M,20.28.4,3.57.6,19.20.1,19.49.10,29.33.4,31807
F,19.20.4,5.0.6,12.13.1,17.28.10,12.11.4,29233
M,18.42.4,3.33.6,14.52.1,22.16.10,11.12.4,23571
M,21.55.4,7.57.6,15.45.1,20.10.10,22.26.5,31811
M,22.9.4,7.10.6,17.9.1,17.11.10,18.25.5,9792
M,22.8.4,7.39.6,16.23.1,18.20.10,20.56.5,32106
M,21.57.4,6.22.6,18.10.1,16.39.10,14.8.5,29649
M,22.0.4,6.30.6,18.0.1,16.40.10,14.54.5,29220
M,22.10.4,7.19.6,16.56.1,17.27.10,19.13.5,29436
M,20.23.4,3.52.6,19.18.1,20.4.10,28.49.4,21462
M,21.37.4,5.36.6,18.51.1,17.0.10,9.59.5,32136
M,20.9.4,3.38.6,19.10.1,20.41.10,26.57.4,26826
M,22.5.4,7.45.6,16.11.1,18.46.10,21.28.5,25526
M,18.47.4,3.58.6,13.56.1,21.8.10,10.29.4,30241
F,19.42.4,5.24.6,11.43.1,15.27.10,14.16.4,29570
M,19.46.4,3.18.6,18.48.1,21.44.10,23.40.4,26189
M,19.29.4,3.8.6,18.25.1,22.24.10,21.14.4,12366
F,19.15.4,4.53.6,12.23.1,17.59.10,11.45.4,13921
M,19.19.4,4.58.6,12.15.1,17.35.10,12.5.4,15209
M,18.52.4,3.3.6,16.45.1,23.17.10,14.56.4,21014
M,22.0.4,7.53.6,15.54.1,19.34.10,22.8.5,18146
M,20.3.4,3.33.6,19.6.1,20.57.10,26.10.4,28378
F,19.46.4,3.18.6,18.49.1,21.43.10,23.41.4,26094
F,18.54.4,3.1.6,16.55.1,23.17.10,15.22.4,26349
M,20.21.4,3.50.6,19.17.1,20.7.10,28.40.4,31774
M,21.43.4,5.49.6,18.41.1,16.50.10,11.13.5,23644
M,22.10.4,7.29.6,16.40.1,17.48.10,20.3.5,30632
M,21.29.4,5.23.6,19.0.1,17.13.10,8.44.5,26850
M,21.57.4,7.56.6,15.48.1,19.58.10,22.21.5,29287
M,19.42.4,5.24.6,11.43.1,15.29.10,14.14.4,29212
M,18.42.4,3.35.6,14.47.1,22.11.10,11.7.4,17855
M,21.20.4,7.53.6,15.27.1,23.37.10,21.55.5,22127
M,21.3.4,4.41.6,19.19.1,18.15.10,4.31.5,28961
M,21.4.4,4.43.6,19.19.1,18.11.10,4.45.5,32184
M,19.33.4,5.15.6,11.54.1,16.18.10,13.20.4,15265
M,19.2.4,3.0.6,17.24.1,23.11.10,16.56.4,17357
M,21.28.4,7.56.6,15.26.1,22.53.10,22.17.5,28028
M,22.10.4,7.17.6,16.59.1,17.22.10,19.1.5,29152
M,18.43.4,3.43.6,14.29.1,21.51.10,10.48.4,21855
M,18.51.4,4.10.6,13.33.1,20.31.10,10.28.4,31431
M,20.27.4,3.56.6,19.20.1,19.52.10,29.25.4,29373
M,22.9.4,7.3.6,17.19.1,17.2.10,17.49.5,31188
F,19.52.4,5.32.6,11.34.1,14.31.10,15.19.4,32259
M,22.10.4,7.24.6,16.48.1,17.36.10,19.36.5,23621
F,20.0.4,5.37.6,11.30.1,13.49.10,16.7.4,23785
M,22.2.4,7.50.6,16.1.1,19.13.10,21.53.5,28027
M,19.4.4,3.0.6,17.29.1,23.10.10,17.13.4,30410
M,21.9.4,4.50.6,19.17.1,17.59.10,5.28.5,30075
M,22.8.4,7.37.6,16.27.1,18.12.10,20.44.5,31458
M,19.11.4,4.48.6,12.31.1,18.20.10,11.28.4,27208
M,18.56.4,3.1.6,17.3.1,23.16.10,15.48.4,29457
M,19.48.4,5.29.6,11.37.1,14.51.10,14.56.4,20393
M,21.9.4,4.49.6,19.17.1,18.0.10,5.25.5,30208
M,21.53.4,6.10.6,18.22.1,16.40.10,13.4.5,29866
M,19.29.4,5.10.6,11.59.1,16.40.10,12.57.4,14745
F,18.47.4,3.6.6,16.23.1,23.13.10,13.56.4,28813
F,18.50.4,4.7.6,13.38.1,20.39.10,10.27.4,18777
M,21.41.4,5.44.6,18.45.1,16.53.10,10.43.5,29893
M,21.27.4,5.19.6,19.2.1,17.17.10,8.24.5,29358
M,19.10.4,4.46.6,12.34.1,18.27.10,11.23.4,29078
M,22.3.4,7.50.6,16.2.1,19.10.10,21.51.5,24826
M,21.5.4,4.44.6,19.18.1,18.8.10,4.54.5,28327
M,19.21.4,3.4.6,18.11.1,22.40.10,20.5.4,24530
M,18.56.4,4.21.6,13.14.1,19.56.10,10.35.4,26638
M,21.19.4,7.52.6,15.27.1,23.45.10,21.50.5,31329
M,19.31.4,5.13.6,11.56.1,16.26.10,13.12.4,31662
M,22.10.4,7.16.6,17.1.1,17.20.10,18.53.5,23308
M,19.39.4,3.14.6,18.40.1,22.1.10,22.41.4,30428
M,18.45.4,3.52.6,14.8.1,21.25.10,10.34.4,30988
M,18.41.4,3.31.6,14.57.1,22.21.10,11.18.4,27721
M,19.11.4,3.1.6,17.48.1,22.59.10,18.27.4,22441
M,18.43.4,3.43.6,14.28.1,21.49.10,10.47.4,7840
M,22.9.4,7.4.6,17.18.1,17.3.10,17.54.5,25331
M,21.19.4,7.52.6,15.27.1,23.43.10,21.51.5,7758
M,18.44.4,3.47.6,14.20.1,21.40.10,10.41.4,29232
M,21.37.4,5.36.6,18.51.1,17.0.10,9.57.5,24874
F,19.52.4,5.32.6,11.34.1,14.31.10,15.20.4,18654
M,19.40.4,3.14.6,18.41.1,21.58.10,22.51.4,28180
M,19.0.4,3.0.6,17.16.1,23.14.10,16.29.4,21554
F,20.21.4,3.50.6,19.17.1,20.8.10,28.37.4,30430
F,21.38.4,5.38.6,18.50.1,16.58.10,10.9.5,28875
M,21.47.4,7.59.6,15.35.1,21.1.10,22.38.5,8365
F,18.43.4,3.42.6,14.31.1,21.54.10,10.50.4,31558
M,20.25.4,3.54.6,19.19.1,19.58.10,29.6.4,27896
M,20.44.4,4.16.6,19.23.1,19.5.10,1.47.5,26976
F,22.4.4,7.48.6,16.5.1,19.0.10,21.42.5,26876
M,19.12.4,4.48.6,12.30.1,18.17.10,11.30.4,32069
F,19.3.4,4.34.6,12.52.1,19.12.10,10.54.4,32310
M,21.53.4,6.12.6,18.20.1,16.40.10,13.15.5,31454
M,21.10.4,4.51.6,19.16.1,17.57.10,5.36.5,26559
M,21.48.4,7.59.6,15.35.1,20.59.10,22.37.5,23669
M,21.59.4,6.27.6,18.4.1,16.39.10,14.35.5,24674
M,22.8.4,7.39.6,16.23.1,18.19.10,20.54.5,30329
M,19.31.4,3.9.6,18.29.1,22.18.10,21.36.4,19521
M,21.36.4,5.34.6,18.52.1,17.1.10,9.49.5,18149
M,18.42.4,3.36.6,14.45.1,22.9.10,11.4.4,30654
M,21.54.4,7.57.6,15.44.1,20.14.10,22.28.5,26000
F,19.59.4,3.29.6,19.3.1,21.7.10,25.37.4,30677
M,18.47.4,3.57.6,13.58.1,21.10.10,10.30.4,30589
M,20.43.4,4.15.6,19.23.1,19.7.10,1.39.5,31697
M,21.37.4,7.59.6,15.28.1,22.1.10,22.34.5,22499
F,21.31.4,7.57.6,15.27.1,22.35.10,22.24.5,30645
F,20.42.4,4.13.6,14.1.1,5.22.10,17.1.4,19952
F,20.31.4,3.48.6,14.27.1,5.15.10,15.16.4,30041
M,18.49.4,1.24.6,15.11.1,8.43.10,0.33.4,30848
F,17.36.4,1.55.6,9.44.1,10.1.10,7.59.3,26313
M,20.11.4,5.43.6,11.27.1,12.44.10,17.19.4,29049
M,17.31.4,0.55.6,12.24.1,11.53.10,15.15.3,26749
M,20.37.4,5.46.6,11.39.1,9.57.10,19.48.4,29371
M,17.55.4,2.33.6,8.40.1,8.4.10,6.29.3,26881
M,19.47.4,2.31.6,15.17.1,6.15.10,8.41.4,29971
M,17.34.4,1.50.6,9.54.1,10.15.10,8.19.3,31724
M,17.58.4,0.49.6,14.1.1,11.6.10,22.7.3,30580
M,20.53.4,5.3.6,12.58.1,6.24.10,19.46.4,26480
M,17.28.4,1.32.6,10.33.1,10.58.10,9.46.3,22859
F,18.20.4,1.0.6,14.41.1,10.6.10,26.2.3,24640
M,20.37.4,5.46.6,11.39.1,9.59.10,19.47.4,20522
F,20.52.4,5.23.6,12.25.1,7.24.10,20.26.4,22022
M,20.29.4,3.44.6,14.31.1,5.16.10,14.58.4,22973
M,19.2.4,1.36.6,15.18.1,8.6.10,2.25.4,7450
F,20.35.4,3.57.6,14.19.1,5.16.10,15.54.4,32039
M,18.43.4,3.24.6,7.33.1,3.44.10,7.52.3,18181
F,19.13.4,1.48.6,15.21.1,7.37.10,3.57.4,30749
M,20.47.4,5.37.6,12.0.1,8.32.10,20.27.4,31710
M,20.53.4,5.14.6,12.41.1,6.52.10,20.12.4,10329
F,17.26.4,1.16.6,11.11.1,11.28.10,11.25.3,18905
M,20.53.4,5.11.6,12.46.1,6.44.10,20.6.4,25623
M,20.36.4,4.0.6,14.16.1,5.17.10,16.5.4,22669
M,18.38.4,1.14.6,15.2.1,9.14.10,28.54.3,29668
F,18.13.4,0.56.6,14.30.1,10.25.10,24.53.3,14700
M,18.27.4,3.11.6,7.47.1,5.14.10,6.52.3,31628
M,18.37.4,1.12.6,15.0.1,9.19.10,28.39.3,28347
F,18.15.4,0.57.6,14.33.1,10.21.10,25.10.3,5792
M,20.45.4,4.25.6,13.49.1,5.29.10,17.44.4,32210
M,20.8.4,5.42.6,11.27.1,13.3.10,16.59.4,28853
M,19.3.4,1.37.6,15.18.1,8.5.10,2.31.4,30268
M,17.38.4,2.2.6,9.32.1,9.43.10,7.37.3,31858
M,19.40.4,2.22.6,15.20.1,6.28.10,7.48.4,26108
M,18.23.4,1.2.6,14.45.1,9.58.10,26.30.3,19544
M,20.53.4,5.22.6,12.29.1,7.17.10,20.24.4,9371
M,20.1.4,2.53.6,15.8.1,5.46.10,10.46.4,28969
F,20.51.4,5.28.6,12.17.1,7.43.10,20.30.4,25748
M,17.41.4,0.48.6,13.14.1,11.43.10,18.25.3,27036
M,19.16.4,1.51.6,15.22.1,7.30.10,4.19.4,31108
M,20.44.4,4.20.6,13.54.1,5.26.10,17.27.4,27413
M,20.28.4,5.47.6,11.31.1,10.59.10,19.2.4,22967
F,20.40.4,4.10.6,14.6.1,5.20.10,16.46.4,28403
M,20.13.4,5.44.6,11.27.1,12.31.10,17.33.4,30425
M,18.21.4,1.1.6,14.42.1,10.4.10,26.10.3,21062
F,19.34.4,2.13.6,15.22.1,6.44.10,6.52.4,28629
M,17.58.4,0.49.6,14.2.1,11.6.10,22.8.3,28782
M,17.42.4,0.48.6,13.16.1,11.41.10,18.35.3,27314
M,20.30.4,5.47.6,11.32.1,10.46.10,19.13.4,29597
M,17.49.4,2.23.6,8.55.1,8.37.10,6.43.3,32199
M,18.42.4,1.17.6,15.5.1,9.2.10,29.32.3,29300
M,20.43.4,4.19.6,13.56.1,5.25.10,17.21.4,26924
M,17.26.4,1.11.6,11.27.1,11.38.10,12.12.3,25090
M,20.44.4,4.22.6,13.52.1,5.27.10,17.35.4,29627
M,17.45.4,0.48.6,13.26.1,11.36.10,19.18.3,14096
M,17.52.4,2.27.6,8.48.1,8.23.10,6.37.3,27333
M,18.37.4,1.13.6,15.1.1,9.18.10,28.43.3,15855
F,19.15.4,1.51.6,15.22.1,7.30.10,4.18.4,20363
F,18.23.4,1.2.6,14.45.1,9.59.10,26.28.3,28125
M,17.55.4,2.32.6,8.40.1,8.5.10,6.30.3,30947
M,18.11.4,0.55.6,14.27.1,10.32.10,24.29.3,24873
M,18.0.4,0.50.6,14.5.1,11.1.10,22.27.3,17494
M,20.31.4,5.47.6,11.34.1,10.36.10,19.20.4,31164
M,17.55.4,0.48.6,13.54.1,11.14.10,21.27.3,30437
M,18.10.4,0.54.6,14.24.1,10.36.10,24.14.3,27861
M,17.57.4,2.35.6,8.37.1,7.57.10,6.27.3,28934
M,20.52.4,5.26.6,12.21.1,7.34.10,20.29.4,30686
M,20.53.4,5.21.6,12.30.1,7.15.10,20.23.4,24988
M,20.4.4,2.57.6,15.6.1,5.42.10,11.7.4,29075
M,20.50.4,4.42.6,13.27.1,5.48.10,18.44.4,21490
M,20.51.4,4.49.6,13.18.1,5.58.10,19.8.4,29881
M,19.23.4,2.0.6,15.23.1,7.11.10,5.21.4,28783
M,20.13.4,5.44.6,11.27.1,12.33.10,17.31.4,32139
M,20.33.4,3.53.6,14.23.1,5.16.10,15.35.4,29898
M,20.53.4,5.8.6,12.50.1,6.37.10,19.59.4,23117
M,19.54.4,2.42.6,15.13.1,5.59.10,9.46.4,32010
